Issues / Notes	Ontology ID	label	alternative label	Reported	term tracker item	entity type	created	parent class ID	parent class label	is about	is about label (for reference only)	definition	definition source	example of usage	contributor	curation status	editor note	comment	database cross reference	see also	english exact synonym	english broad synonym	english narrow synonym	english related synonym
Extracted some of the definition into an editor note, should be modelled appropriately.	GENEPIO:0100518	AMR testing resistant breakpoint field	AMR testing resistant breakpoint|AMR_testing_resistant_breakpoint|antimicrobial resistance testing resistant breakpoint	Yes			2022-12-22T00:55:53.808Z	GENEPIO:0100636	antimicrobial resistance field			An antimicrobial resistance (AMR) field which describes minimum measurement for a sample to be considered “resistant” to this antibiotic.		32	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion	Dependent on the units specified in the 'AMR measurement units field' [GENEPIO:0100523].	Example Guidance: This field should only contain a number (either an integer or a number with decimals), since the “>=” qualifier is implied.			AMR testing resistant breakpoint slot|antimicrobial resistance testing resistant breakpoint field| antimicrobial resistance testing resistant breakpoint slot			
	GENEPIO:0100526	AMR laboratory typing method field	AMR laboratory typing method|AMR_laboratory_typing_method|antimicrobial resistance laboratory typing method	Yes			2022-12-22T00:55:53.808Z	GENEPIO:0100636	antimicrobial resistance field	GENEPIO:0002047		An antimicrobial resistance (AMR) field which describes the general method used for antibiotic susceptibility testing.		Broth dilution [ARO:3004397]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Select a typing method from the pick list provided. Use the Term Request System to request the addition of other methods if necessary.			AMR laboratory typing method slot|antimicrobial resistance laboratory typing method field|antimicrobial resistance laboratory typing method slot			
	GENEPIO:0100527	AMR laboratory typing platform field	AMR laboratory typing platform|AMR_laboratory_typing_platform|antimicrobial resistance laboratory typing platform	Yes			2022-12-22T00:55:53.808Z	GENEPIO:0100636	antimicrobial resistance field	ARO:3004390		An antimicrobial resistance (AMR) field which describes the brand/platform used for antibiotic susceptibility testing.		Sensitire [ARO:3004402]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Select a typing platform from the pick list provided. Use the Term Request System to request the addition of other platforms if necessary.			AMR laboratory typing platform slot|antimicrobial resistance laboratory typing platform field|antimicrobial resistance laboratory typing platform slot			
	GENEPIO:0100528	AMR laboratory typing platform version field	AMR laboratory typing platform version|AMR_laboratory_typing_platform_version|antimicrobial resistance laboratory typing platform version	Yes			2022-12-22T00:55:53.808Z	GENEPIO:0100636	antimicrobial resistance field	GENEPIO:0100519		An antimicrobial resistance (AMR) field which describes the specific name and version of the plate, panel, or other platform used for antibiotic susceptibility testing.		CMV3AGNF	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Include any additional information about the antimicrobial susceptibility test such as the drug panel details.			AMR laboratory typing platform version slot|antimicrobial resistance laboratory typing platform version field|antimicrobial resistance laboratory typing platform version slot			
	GENEPIO:0100529	AMR vendor name field	AMR vendor name|AMR_vendor_name|antimicrobial resistance vendor name	Yes			2022-12-22T00:55:53.808Z	GENEPIO:0100636	antimicrobial resistance field	ARO:3004404	automated testing platform vendor	An antimicrobial resistance (AMR) field which describes the name of the vendor of the testing platform used.		Sensititre	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the full name of the company (avoid abbreviations).			AMR vendor name slot|antimicrobial resistance vendor name field|antimicrobial resistance vendor name slot			
	GENEPIO:0100530	AMR testing standard field	AMR testing standard|AMR_testing_standard|antimicrobial resistance testing standard	Yes			2022-12-22T00:55:53.808Z	GENEPIO:0100636	antimicrobial resistance field	ARO:3004360	antimicrobial resistance testing reference standard	An antimicrobial resistance (AMR) field which describes testing standard used for determination of resistance phenotype.		Clinical Laboratory and Standards Institute (CLSI) [ARO:3004366]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Select a testing standard from the pick list provided.			AMR testing standard slot|antimicrobial resistance testing standard|antimicrobial resistance testing standard field|antimicrobial resistance testing standard slot			
	GENEPIO:0100531	AMR testing standard version field	AMR testing standard version|AMR_testing_standard_version|antimicrobial resistance testing standard version	Yes			2022-12-22T00:55:53.808Z	GENEPIO:0100636	antimicrobial resistance field	GENEPIO:0002111	antimicrobial resistance testing reference standard version	An antimicrobial resistance (AMR) field which describes version number associated with the testing standard used for determination of resistance phenotype. If applicable, include a version number for the testing standard used.		M100	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: If applicable, include a version number for the testing standard used.			AMR testing standard version slot|antimicrobial resistance testing standard version field|antimicrobial resistance testing standard version slot			
	GENEPIO:0100520	AMR testing standard details field	AMR testing standard details|AMR_testing_standard_details|antimicrobial resistance testing standard details	Yes			2022-12-22T00:55:53.808Z	GENEPIO:0100636	antimicrobial resistance field			An antimicrobial resistance (AMR) field which describes additional details associated with the testing standard used for determination of resistance phenotype.		27th ed. Wayne, PA: Clinical and Laboratory Standards Institute; 2017.	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: This information may include the year or location where the testing standard was published. If not applicable, leave blank.			AMR testing standard details slot|antimicrobial resistance testing standard details field|antimicrobial resistance testing standard details slot			
Feel like we should add "data" to the field name because this authirship is specific to data submission, in case we need authorship fields that aren't this specific/need to be applied differently.	GENEPIO:0001517	data authors field	authors	Yes			2022-12-22T00:55:53.808Z	GENEPIO:0100586	data field			A data field which describes the names of individuals contributing to the processes of sample collection, sequence generation, analysis, and data submission.		Tejinder Singh, Fei Hu, Johnny Blogs	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Include the first and last names of all individuals that should be attributed, separated by a comma.			data authors slot|data contributors fields|data contributors slot			
	GENEPIO:0001518	DataHarmonizer provenance field	DataHarmonizer provenance	Yes			2022-12-22T00:55:53.808Z	GENEPIO:0100586	data field	SEPIO:0000058	provenance	A data field which describes the DataHarmonizer software and template version provenance.		DataHarmonizer v1.4.3, PHA4GE v1.0.0	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: The current software and template version information will be automatically generated in this field after the user utilizes the .validate. function. This information will be generated regardless as to whether the row is valid of not.			DataHarmonizer provenance slot			
	GENEPIO:0100661	quality control field		Yes			2023-01-23T00:42:19.315Z	GENEPIO:0100586	data field	GENEPIO:0100662	quality control datum	A data field which describes quality control information.			https://orcid.org/0000-0002-9578-0788	requires discussion					qc field|quality control slot|qc slot	quality control column|qc column		
	GENEPIO:0100557	quality control method name field	quality control method name	Yes			2023-01-23T00:42:19.315Z	GENEPIO:0100661	quality control field			A data field which describes the name of the method used to assess whether a sequence passed a predetermined quality control threshold.		ncov-tools	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-9578-0788	ready-for-release					quality control method name field|qc method name field|quality control method name slot|qc method name slot			
	GENEPIO:0100558	quality control method version field	quality control method version	Yes			2023-01-23T00:42:19.315Z	GENEPIO:0100661	quality control field			A data field which describes the version number of the method used to assess whether a sequence passed a predetermined quality control threshold.		1.2.3	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-9578-0788	ready-for-release					quality control method version field|qc method version field|quality control method version slot|qc method version slot			
	GENEPIO:0100559	quality control determination field	quality control determination	Yes			2023-01-23T00:42:19.315Z	GENEPIO:0100661	quality control field			A data field which describes the determination of a quality control assessment.		sequence failed quality control [GENEPIO:0100564]	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-9578-0788	ready-for-release					quality control determination field|qc determination field|quality control determination slot|qc determination slot			
	GENEPIO:0100560	quality control issues field	quality control issues	Yes			2023-01-23T00:42:19.315Z	GENEPIO:0100661	quality control field			A data field which describes the reason contributing to, or causing, a low quality determination in a quality control assessment.		low average genome coverage [GENEPIO:0100570]	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-9578-0788	ready-for-release					quality control issues field|qc issues field|quality control issues slot|qc issues slot			
	GENEPIO:0100561	quality control details field	quality control details	Yes			2023-01-23T00:42:19.315Z	GENEPIO:0100661	quality control field			A data field which describes the details surrounding a low quality determination in a quality control assessment.		CT value of 39. Low viral load. Low DNA concentration after amplification.	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-9578-0788	ready-for-release					quality control details field|qc details field|quality control details slot|qc details slot			
	GENEPIO:0100844	genome BUSCO completeness field	genome completeness				2024-03-06T02:44:51.599Z	GENEPIO:0100586	data field			A data field which describes the percentage of expected genes identified in the genome being sequenced. 		85	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The percentage of expected genes identified in the genome being sequenced. Missing genes indicate missing genomic regions (incompleteness) in the data. | Example Guidance: Provide the genome completeness as a percent (no need to include units).				genome completeness slot							
	GENEPIO:0100829	minimum post-trimming read length field	minimum post-trimming read length				2024-03-06T02:44:51.599Z	GENEPIO:0100586	data field			A data field which describes the threshold used as a cut-off for the minimum length of a read after trimming.		150	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The threshold used as a cut-off for the minimum length of a read after trimming. | Example Guidance: Provide a numerical value (no need to include units).				minimum post-trimming read length slot							
	GENEPIO:0100938	N50 value field	N50 value				2024-03-06T02:44:51.599Z	GENEPIO:0100586	data field	OBI:0001940		A data field which describes the length of the shortest read that, together with other reads, represents at least 50% of the nucleotides in a set of sequences.		150	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example Guidance: Provide the N50 value in Mb. | Example UI Definition: The length of the shortest read that, together with other reads, represents at least 50% of the nucleotides in a set of sequences.				N50 value slot							
	GENEPIO:0100937	number of contigs value field	number of contigs				2024-03-06T02:44:51.599Z	GENEPIO:0100586	data field	GENEPIO:0000093		A data field which describes the number of contigs (contiguous sequences) in a sequence assembly.		10	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example Guidance: Briefly describe the extraction method used. | Example UI Definition: The number of contigs (contiguous sequences) in a sequence assembly.				number of contigs value slot							
	GENEPIO:0100827	number of total reads field	number of total reads				2024-03-06T02:44:51.599Z	GENEPIO:0100586	data field			A data field which describes the total number of non-unique reads generated by the sequencing process.		423867	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The total number of non-unique reads generated by the sequencing process. | Example Guidance: Provide a numerical value (no need to include units).				number of total reads slot							
	GENEPIO:0100828	number of unique reads field	number of unique reads				2024-03-06T02:44:51.599Z	GENEPIO:0100586	data field			A data field which describes the number of unique reads generated by the sequencing process.		248236	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The number of unique reads generated by the sequencing process. | Example Guidance: Provide a numerical value (no need to include units).				number of unique reads slot							
	GENEPIO:0100830	percent Ns across total genome length field	percent Ns across total genome length				2024-03-06T02:44:51.599Z	GENEPIO:0100586	data field			A data field which describes the percentage of the assembly that consists of ambiguous bases (Ns).		2	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The percentage of the assembly that consists of ambiguous bases (Ns). | Example Guidance: Provide a numerical value (no need to include units).				percent Ns across total genome length slot							
	GENEPIO:0100845	percent read contamination field	percent read contamination				2024-03-06T02:44:51.599Z	GENEPIO:0100586	data field			A data field which describes the percentage of the total number of reads identified as contamination (not belonging to the target organism) in a sequence dataset.		2	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The percent of the total number of reads identified as contamination (not belonging to the target organism) in a sequence dataset. | Example Guidance: Provide the percent contamination value (no need to include units).				percent read contamination slot							
	GENEPIO:0100904	environmental data field	environmental data				2024-02-29T20:11:13.332Z	GENEPIO:0100586	data field			A data field which describes the environment from which a sample was collected.			https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion						environmental data slot							
	GENEPIO:0101025	water depth units field	water depth units				2024-02-29T20:11:13.332Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the units of measurement for water depth.		metres	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example Guidance: Provide the units of measurement for which the depth was recorded.				water depth units slot							
	GENEPIO:0101026	sediment depth units field	sediment depth units				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental  field which describes the units of measurement for sediment depth.		metres	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example Guidance: Provide the units of measurement for which the depth was recorded.				sediment depth units slot							
	GENEPIO:0101027	air temperature units field	air temperature units				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the units of measurement for air temperature.		celsius	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example Guidance: Provide the units of measurement for which the temperature was recorded.				air temperature units slot							
	GENEPIO:0101028	water temperature units field	water temperature units				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the units of measurement for water temperature.		celsius	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example Guidance: Provide the units of measurement for which the temperature was recorded.				water temperature units slot							
	GENEPIO:0100773	water catchment area human population measurement value field	water catchment human population measurement value				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the numerical value of the human population measurement that contributes to the composition of water in a catchment area.		10500	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The numerical value of the human population measurement that contributes to the composition of water in a catchment area. | Example Guidance: Where known, provide the numerical value of population size, i.e. the number of people.				water catchment human population measurement value slot				biosample:ww_population			
	GENEPIO:0100774	water catchment area human population range field	water catchment human population range				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the human population range of the water catchment that contributes effluent to a wastewater site.		1,000 - 10,000 people	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The human population range of the water catchment that contributes effluent to a wastewater site. | Example Guidance: Where catchment population is not well known, provide an estimation of population size by selecting a value from the picklist.				water catchment human population range slot				biosample:ww_population			
	GENEPIO:0100775	water catchment area human population measurement method field	water catchment human population measurement method				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the method by which a water catchment 's human population size was measured or estimated		population of jurisdiction encompassing the wastewater service area	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The method by which a water catchment 's human population size was measured or estimated | Example Guidance: Provide a brief description of how catchment population size was measured or estimated.				water catchment human population measurement method slot				biosample:ww_population_source			
	GENEPIO:0100776	water catchment area human population density value field	water catchment human population density value				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the numerical value depicting the number of humans per geographical area in a water catchment.		4	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The numerical value describing the number of humans per geographical area in a water catchment. | Example Guidance: Provide the numerical value of the population density in the catchement area.				water catchment human population density value slot							
	GENEPIO:0100777	water catchment area human population density unit field	water catchment human population density unit				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the unit for the number of humans per geographical area in a water catchment.		persons per Km^2	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The unit describing the number of humans per geographical area in a water catchment. | Example Guidance: Provide the unit of the population density in the catchement area.				water catchment human population density unit slot							
	GENEPIO:0100778	populated area type field	populated area type				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the type of area that is populated by humans and indicates how populated an area is.		urban | rural	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: A type of area that is populated by humans to different degrees. | Example Guidance: Provide the populated area type from the pick list.				populated area type slot							
	GENEPIO:0100779	sampling weather conditions field	sampling weather conditions				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the state of the atmosphere at a given place during sampling.		Rain	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The state of the atmosphere at a place and time as regards heat, dryness, sunshine, wind, rain, etc. | Example Guidance: Provide the weather conditions at the time of sample collection.				sampling weather conditions slot							
	GENEPIO:0100780	presampling weather conditions field	presampling weather conditions				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the weather conditions prior to collection that may affect the sample.		Drizzle	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: Weather conditions prior to collection that may affect the sample. | Example Guidance: Provide the weather conditions prior to sample collection.				presampling weather conditions slot							
	GENEPIO:0100781	pH measurement method field	pH measurement method				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the process used to measure pH value.		pH test strip (litmus test)	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The process used to measure pH value. | Example Guidance: Provide the name of the procedure or technology used to measure pH.				pH measurement method slot							
	GENEPIO:0101013	turbidity measurement method field	turbidity measurement method				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the method by which a measurement of turbidity was determined.		Nephelometric method	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The process used to measure turbidity. | Example Guidance:				turbidity measurement method slot							
	GENEPIO:0100783	turbidity measurement value field	turbidity measurement value				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the numerical value of a measurement of turbidity.		0.02	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The numerical value of a measurement of turbidity. | Example Guidance: Provide the numerical value of the measured turbidity.				turbidity measurement value slot							
	GENEPIO:0100914	turbidity measurement unit field	turbidity measurement unit				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the units of a measurement of turbidity.		nephelometric turbidity unit (NTU)	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example Guidance: Provide the units of the measured turbidity by selecting a value from the pick list. | Example UI Definition: The units of a measurement of turbidity.				turbidity measurement unit slot							
	GENEPIO:0100915	dissolved oxygen measurement value field	dissolved oxygen measurement value				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the numerical value of a measurement of dissolved oxygen.		6	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example Guidance: Provide the numerical value of the measured dissolved oxygen. | Example UI Definition: The numerical value of a measurement of dissolved oxygen.				dissolved oxygen measurement value slot							
	GENEPIO:0100784	dissolved oxygen measurement unit field	dissolved oxygen measurement unit				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the units of a measurement of dissolved oxygen.		milligram per liter (mg/L)	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The units of a measurement of dissolved oxygen. | Example Guidance: Provide the units of the measured dissolved oxygen by selecting a value from the pick list.				dissolved oxygen measurement unit slot							
	GENEPIO:0100785	dissolved oxygen measurement method field	dissolved oxygen measurement method				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the method used to measure dissolved oxygen.		Dissolved oxygen meter in vertical direction	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The method used to measure dissolved oxygen. | Example Guidance: Provide the name of the procedure or technology used to measure dissolved oxygen.				dissolved oxygen measurement method slot							
	GENEPIO:0100917	oxygen reduction potential (ORP) measurement value field	oxygen reduction potential (ORP) measurement value				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the numerical value of a measurement of oxygen reduction potential (ORP).		-50	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example Guidance: Provide the numerical value of the measured oxygen reduction potential. | Example UI Definition: The numerical value of a measurement of oxygen reduction potential (ORP).				oxygen reduction potential (ORP) measurement value slot							
	GENEPIO:0100786	oxygen reduction potential (ORP) measurement unit field	oxygen reduction potential (ORP) measurement unit				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the units of a measurement of oxygen reduction potential (ORP).		milliVolt (mV)	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The units of a measurement of oxygen reduction potential (ORP). | Example Guidance: Provide the units of the measured oxygen reduction potential by selecting a value from the pick list.				oxygen reduction potential (ORP) measurement unit slot							
	GENEPIO:0100787	oxygen reduction potential (ORP) measurement method field	oxygen reduction potential (ORP) measurement method				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the method used to measure oxygen reduction potential (ORP).		ORP sensor	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The method used to measure oxygen reduction potential (ORP). | Example Guidance: Provide the name of the procedure or technology used to measure oxygen reduction potential.				oxygen reduction potential (ORP) measurement method slot							
	GENEPIO:0100788	chemical oxygen demand (COD) measurement value field	chemical oxygen demand (COD) measurement value				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the amount of oxygen from a specified oxidant required to oxidze a chemical compound or organic material in a sample.	https://www.iso.org/obp/ui/#iso:std:iso:31800:ed-1:v1:en	26	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The measured value from a chemical oxygen demand (COD) test. | Example Guidance: Provide the numerical value of the COD test result.				chemical oxygen demand (COD) measurement value slot							
	GENEPIO:0100789	chemical oxygen demand (COD) measurement unit field	chemical oxygen demand (COD) measurement unit				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the units associated with a value from a chemical oxygen demand (COD) test.		milligram per liter (mg/L)	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The units associated with a value from a chemical oxygen demand (COD) test. | Example Guidance: Provide the units of the COD test result.				chemical oxygen demand (COD) measurement unit slot							
	GENEPIO:0100790	chemical oxygen demand (COD) measurement method field	chemical oxygen demand (COD) measurement method				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the method used to measure chemical oxygen demand (COD).		Hach LCK test kit	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The method used to measure chemical oxygen demand (COD). | Example Guidance: Provide the name of the procedure or technology used to measure COD.				chemical oxygen demand (COD) measurement method slot							
	GENEPIO:0100791	carbonaceous biochemical oxygen demand (CBOD) measurement value field	carbonaceous biochemical oxygen demand (CBOD) measurement value				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the numerical value of a measurement of carbonaceous biochemical oxygen demand (CBOD).		20	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The numerical value of a measurement of carbonaceous biochemical oxygen demand (CBOD). | Example Guidance: Provide the numerical value of the measured CBOD. | CBOD measures DO depletion from only carbonaceous sources. Regulators may assign either BOD or CBOD, or both, to wastewater treatment facilities.				carbonaceous biochemical oxygen demand (CBOD) measurement value slot							
	GENEPIO:0100792	carbonaceous biochemical oxygen demand (CBOD) measurement unit field	carbonaceous biochemical oxygen demand (CBOD) measurement unit				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the units of a measurement of carbonaceous biochemical oxygen demand (CBOD).		milligram per liter (mg/L)	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The units of a measurement of carbonaceous biochemical oxygen demand (CBOD). | Example Guidance: Provide the units of the measured CBOD by selecting a value from the pick list. | CBOD measures DO depletion from only carbonaceous sources. Regulators may assign either BOD or CBOD, or both, to wastewater treatment facilities.				carbonaceous biochemical oxygen demand (CBOD) measurement unit slot							
	GENEPIO:0100793	carbonaceous biochemical oxygen demand (CBOD) measurement method field	carbonaceous biochemical oxygen demand (CBOD) measurement method				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the method used to measure carbonaceous biochemical oxygen demand (CBOD).		CBOD measurement by optical probe	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The method used to measure carbonaceous biochemical oxygen demand (CBOD). | Example Guidance: Provide the name of the procedure or technology used to measure CBOD. | CBOD measures DO depletion from only carbonaceous sources. Regulators may assign either BOD or CBOD, or both, to wastewater treatment facilities.				carbonaceous biochemical oxygen demand (CBOD) measurement method slot							
	GENEPIO:0100794	total suspended solids (TSS) measurement value field	total suspended solids (TSS) measurement value				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the mass of suspended particulates, both organic and inorganic in a sample.	https://www.iso.org/obp/ui/#iso:std:iso:31800:ed-1:v1:en	8	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The numerical value from a total suspended solids (TSS) test. | Example Guidance: Provide the numerical value of the measured TSS.				total suspended solids (TSS) measurement value slot				mixs:suspended solids | ena.embl:suspended solids			
	GENEPIO:0100795	total suspended solids (TSS) measurement unit field	total suspended solids (TSS) measurement unit				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the units associated with a value from a total suspended solids (TSS) test.		percent (%)	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The units associated with a value from a total suspended solids (TSS) test. | Example Guidance: Provide the units of the measured TSS.				total suspended solids (TSS) measurement unit slot							
	GENEPIO:0100796	total suspended solids (TSS) measurement method field	total suspended solids (TSS) measurement method				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the method used to measure total suspended solids (TSS).		Vacuum filter through a 2-micron filter, then oven-dried and weighed sample	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The method used to measure total suspended solids (TSS). | Example Guidance: Provide the name of the procedure or technology used to measure TSS.				total suspended solids (TSS) measurement method slot							
	GENEPIO:0100797	total dissolved solids (TDS) measurement value field	total dissolved solids (TDS) measurement value				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the numerical value from a total dissolved solids (TDS) test.		2	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The numerical value from a total dissolved solids (TDS) test. | Example Guidance: Provide the numerical value of the measured TDS.				total dissolved solids (TDS) measurement value slot							
