Ontology ID	label	Type	"term replaced by
ID"	term replaced by	deprecated	member of	is about	parent class ID	parent class	Subclass ID	Subclass axiom	created	english exact syn.	definition	definition source	example of usage	term editor	curation status	editor note	comment	in subset	database cross reference	see also	Equivalence axiom
GENEPIO:0100178	orf8 gene (SARS-CoV-2)	class						GENEPIO:0100299	SARS-CoV-2 gene			2022-01-19T18:23:15.862Z	ns8 gene (SARS-CoV-2)	A gene encoding the nonstructural protein 8 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100179	orf9b gene (SARS-CoV-2)	class						GENEPIO:0100299	SARS-CoV-2 gene			2022-01-19T18:23:15.862Z		A gene encoding the viral accessory protein ORF9b of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100180	orf9c gene (SARS-CoV-2)	class						GENEPIO:0100299	SARS-CoV-2 gene			2022-01-19T18:23:15.862Z		A gene encoding the membrane-associated protein ORF9c of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100181	orf10 gene (SARS-CoV-2)	class						GENEPIO:0100299	SARS-CoV-2 gene			2022-01-19T18:23:15.862Z		A gene encoding the polyprotein ORF10 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100182	orf14 gene (SARS-CoV-2)	class						GENEPIO:0100299	SARS-CoV-2 gene			2022-01-19T18:23:15.862Z		A gene encoding the uncharacterized protein ORF14 of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100183	5' UTR (SARS-CoV-2)	class						GENEPIO:0100294	SARS-CoV-2 genomic region			2022-01-19T18:23:15.862Z	SARS-CoV-2 5'-UTR|SARS-CoV-2 5' untranslated region	A genomic region that is untranslated at the 5' end of the genome of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
																								
GENEPIO:0100295	exposure datum	class						IAO:0000027	data item			2022-01-19T18:23:15.862Z		A data item that describes an event in which exposure to a stressor may have occurred.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100237	mass gathering exposure datum	class						GENEPIO:0100295	exposure datum			2022-01-19T18:23:15.862Z		A type of social behavior in which a sufficent number of humans gather together such that there is potential strain on community resources.	https://en.wikipedia.org/wiki/Mass_gathering		0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100238	convention exposure datum	class						GENEPIO:0100295	exposure datum			2022-01-19T18:23:15.862Z		A human mass gathering in which humans meet at an arranged place and time in order to discuss or engage in some common interest.	https://en.wikipedia.org/wiki/Convention_(meeting)		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100239	convocation exposure datum	class						GENEPIO:0100295	exposure datum			2022-01-19T18:23:15.862Z		A human social gathering in which a group of humans formally assemble for a specific purpose.	https://en.wikipedia.org/wiki/Convocation		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100240	agricultural event exposure datum	class						GENEPIO:0100295	exposure datum			2022-01-19T18:23:15.862Z		A human social gathering at which humans gather for a planned or social occasion to carry out activities relevant to agriculture.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100241	religious gathering exposure datum	class						GENEPIO:0100295	exposure datum			2022-01-19T18:23:15.862Z		A type of social behavior in which a collection of humans intentionally gathers together on a temporary basis to engage in a religious activity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100242	mass exposure datum	class						GENEPIO:0100295	exposure datum			2022-01-19T18:23:15.862Z		A human eucharistic liturgical gathering in which humans perform public worship.	https://en.wikipedia.org/wiki/Mass_(liturgy)		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100243	family gathering exposure datum	class						GENEPIO:0100295	exposure datum			2022-01-19T18:23:15.862Z		A human social event in which human family members congregate.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100244	family reunion exposure datum	class						GENEPIO:0100295	exposure datum			2022-01-19T18:23:15.862Z		A human social event in which many human members of an extended family congregate.	https://en.wikipedia.org/wiki/Family_reunion		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100245	funeral exposure datum	class						GENEPIO:0100295	exposure datum			2022-01-19T18:23:15.862Z		A human social event in which humans gather for a ceremony connected with the final disposition of a corpse, such as a burial or cremation.	https://en.wikipedia.org/wiki/Funeral		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
																								
GENEPIO:0100296	exposure process	class						BFO:0000015	process	GENEPIO:0001270|GENEPIO:0001275	animal exposure process|human to human exposure process	2022-01-19T18:23:15.862Z		A process in which a recipient organism is exposed to a material entity.			0000-0002-9578-0788	requires discussion						
GENEPIO:0100184	contact with known COVID-19 case exposure process	class						GENEPIO:0001272	exposure by human contact			2022-01-19T18:23:15.862Z	contact with known COVID19 case	A process occuring within or in the vicinity of a human with a confirmed case of COVID-19 that exposes the recipient organism to SARS-CoV-2.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100185	contact with patient exposure process	class						GENEPIO:0001272	exposure by human contact			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a human patient that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100186	contact with probable COVID-19 case exposure process	class						GENEPIO:0001272	exposure by human contact			2022-01-19T18:23:15.862Z	contact with probable COVID19 case	A process occuring within or in the vicinity of a human with a probable case of COVID-19 that exposes the recipient organism to SARS-CoV-2.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100187	contact with person with acute respiratory illness exposure process	class						GENEPIO:0001272	exposure by human contact			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a human with acute respiratory illness that exposes the recipient organism to said acute respiratory illness.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100188	contact with person with fever and/or cough exposure process	class						GENEPIO:0001272	exposure by human contact			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a human with a fever and/or cough that exposes the recipient organism to the causative agent.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100189	contact with person who recently travelled exposure process	class						GENEPIO:0001272	exposure by human contact			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a human, who recently travelled, that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100190	occupational, residency or patronage exposure process	class						GENEPIO:0100296	exposure process			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a human residential environment that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100191	animal rescue exposure process	class						GENEPIO:0100296	exposure process			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of an animal rescue facility that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100192	childcare exposure process	class						GENEPIO:0001554	other human exposure			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a human childcare environment that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100193	daycare exposure process	class						GENEPIO:0001554	other human exposure			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a human daycare environment that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100194	nursery exposure process	class						GENEPIO:0001554	other human exposure			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a human nursery that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100195	community service centre exposure process	class						GENEPIO:0001554	other human exposure			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a community service centre that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100196	correctional facility exposure process	class						GENEPIO:0001554	other human exposure			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a correctional facility that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100197	dormitory exposure process	class						GENEPIO:0001554	other human exposure			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a dormitory that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100198	first nations reserve exposure process	class						GENEPIO:0001554	other human exposure			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a first nations reserve that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100199	funeral home exposure process	class						GENEPIO:0001554	other human exposure			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a fgroup home that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100200	group home exposure process	class						GENEPIO:0001554	other human exposure			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a group home that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100201	healthcare setting exposure process	class						GENEPIO:0001554	other human exposure			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a healthcare environment that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100202	ambulance exposure process	class						GENEPIO:0001554	other human exposure			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of an ambulance that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100203	acute care facility exposure process	class						GENEPIO:0001554	other human exposure			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of an acute care facility that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100204	clinic exposure process	class						GENEPIO:0001554	other human exposure			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a medical clinic that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100205	community health centre exposure process	class						GENEPIO:0001554	other human exposure			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a community health centre that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100206	emergency department exposure process	class						GENEPIO:0001554	other human exposure			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of an emergency department that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100207	intensive care unit exposure process	class						GENEPIO:0001554	other human exposure			2022-01-19T18:23:15.862Z	ICU	A process occuring within or in the vicinity of an ICU that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100208	ward exposure process	class						GENEPIO:0001554	other human exposure			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a hospital ward that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100209	long-term care facility exposure process	class						GENEPIO:0001554	other human exposure			2022-01-19T18:23:15.862Z	LTC facility	A process occuring within or in the vicinity of a long-term care facility that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100210	pharmacy exposure process	class						GENEPIO:0001554	other human exposure			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a pharmacy that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100211	physician's Office exposure process	class						GENEPIO:0001554	other human exposure			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a physician's office that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100212	household exposure process	class						GENEPIO:0001275	human to human exposure process			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a household that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0001552	obsolete: household exposure	class										2022-01-19T18:23:15.862Z												
GENEPIO:0100213	insecure housing exposure process	class						GENEPIO:0001554	other human exposure			2022-01-19T18:23:15.862Z	homeless	A process occuring that exposes the recipient organism to a material entity as a consequence of said organism having insecure housing.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100214	occupational exposure process	class						GENEPIO:0100296	exposure process			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a human occupational environment that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100215	worksite exposure process	class						GENEPIO:0100214	occupational exposure process			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of an office that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100216	outdoors exposure process	class						GENEPIO:0100214	occupational exposure process			2022-01-19T18:23:15.862Z		A process occuring outdoors that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100217	hiking trail exposure process	class						GENEPIO:0100214	occupational exposure process			2022-01-19T18:23:15.862Z		A process that exposes the recipient organism to a material entity as a consequence of hiking.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100218	ski resort exposure process	class						GENEPIO:0100214	occupational exposure process			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a ski resort that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100220	place of worship exposure process	class						GENEPIO:0100214	occupational exposure process			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a place of worship that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100221	church exposure process	class						GENEPIO:0100214	occupational exposure process			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a church that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100222	mosque exposure process	class						GENEPIO:0100214	occupational exposure process			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a mosque that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100223	temple exposure process	class						GENEPIO:0100214	occupational exposure process			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a temple that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100224	school exposure process	class						GENEPIO:0100214	occupational exposure process			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a school that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100225	temporary residence exposure process	class						GENEPIO:0100214	occupational exposure process			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a temporary residence that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100226	homeless shelter exposure process	class						GENEPIO:0100214	occupational exposure process			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a homeless shelter that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100227	hotel exposure process	class						GENEPIO:0100214	occupational exposure process			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a hotel exposure that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100228	veterinary care clinic exposure process	class						GENEPIO:0100214	occupational exposure process			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a veterinary facility that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100229	travel exposure process	class						GENEPIO:0100296	exposure process			2022-01-19T18:23:15.862Z		A process occuring as a result of travel that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100230	travelled on a cruise ship exposure process	class						GENEPIO:0100229	travel exposure process			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of a cruise ship that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100231	travelled on a plane exposure process	class						GENEPIO:0100229	travel exposure process			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of an airplane that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100232	travelled on ground transport exposure process	class						GENEPIO:0100229	travel exposure process			2022-01-19T18:23:15.862Z		A process occuring within or in the vicinity of ground transport that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100235	other exposure setting exposure process	class						GENEPIO:0100296	exposure process			2022-01-19T18:23:15.862Z		A process occuring that exposes the recipient organism to a material entity.			0000-0002-9578-0788	requires discussion						
																								
GENEPIO:0100037	prior antiviral treatment	class						GENEPIO:0001186	infectious disease treatment			2022-01-19T18:23:15.862Z		Antiviral treatment administered prior to the current regimen or test.			0000-0002-9578-0788|0000-0002-1107-9135		Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100233	no prior antiviral treatment	class						GENEPIO:0001186	infectious disease treatment			2022-01-19T18:23:15.862Z		An absence of antiviral treatment administered prior to the current regimen or test.			0000-0002-9578-0788		Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
																								
GENEPIO:0100234	prior infection	class						GENEPIO:0001664	infection detail datum			2022-01-19T18:23:15.862Z		An infection that occurred within a host prior to the current infection.			0000-0002-9578-0788|0000-0002-1107-9135		Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100236	no prior infection	class						GENEPIO:0001664	infection detail datum			2022-01-19T18:23:15.862Z		An absence of infection that occurred within a host prior to the current infection.			0000-0002-9578-0788		Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
																								
GENEPIO:0100246	obsolete: indirect contact	class	TRANS:0000002	indirect transmission	TRUE							2022-01-19T18:23:15.862Z		A type of contact in which an individual does not come in direct contact with a source of infection.		Contact via airborne transmission or contact with contaminated surfaces.	0000-0002-9578-0788|0000-0002-1107-9135	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100247	close indirect contact	class						TRANS:0000002	indirect transmission			2022-01-19T18:23:15.862Z	face-to-face contact	A type of indirect contact where an individual sustains unprotected exposure by being within 6 feet of an infected individual over a sustained period of time.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
