inst_id	|	inst_code	|	aka	|	inst_name	|	country	|	address	|	phone	|	fax	|	record_source	|	home_url	|	url_rule	|	comments	|	collection_type	|	qualifier_type	|	unique_name
7551	|	FWRI	|		|	Florida Fish and Wildlife Research Institute	|	USA	|	100 Eighth Avenue SE St. Petersburg Florida 33701-5095	|	727-896-8626	|		|	      	|	http://research.myfwc.com/	|	      	|		|	museum	|	specimen_voucher	|	FWRI
7552	|	SFI	|		|	Slovenian Forestry Institute	|	Slovenia	|	 Ljubljana  	|	+386-1-2007800	|	+386-1-2573589	|	      	|	http://www.gozdis.si/departments/fisiologygenetics/forfisiology_genetics_dept.htm	|	      	|		|	germplasm repository	|	bio_material	|	SFI
7553	|	KMMCC	|		|	Korea Marine Microalgae Culture Center	|	Korea	|	Department of Aquaculture, Pukyong National University 599-1, Daeyeon 3-dong, Busan 608-737	|	+82-51-620-6132	|	+82-51-623-8293	|	      	|	http://www.kmmcc.re.kr	|	      	|		|	culture collection	|	culture_collection	|	KMMCC
7554	|	CCTR	|		|	Culture Collection Trutnov	|	Czech Republic	|	Department of Medical and Immunology, 	|	449 866 415	|		|	      	|	http://www.nemtru.cz/olmi/cctr.php	|	      	|	Collection pathogenic actinomycetes 	|	culture collection	|	culture_collection	|	CCTR
7555	|	UPIE	|	Infectious Pahology and Epidemiology Unit	|	Unidad de Patologia Infecciosa y Epidemiologia	|	Spain	|	University of Zaragoza, Miguel Servet 177, 50013 Zaragoza, Spain	|		|		|	      	|		|	      	|		|	stock center	|	bio_material	|	UPIE
7556	|	IMUFRJ	|		|	Instituto de Microbiologia of Universidade Federal do Rio de Janeiro	|	Brazil	|	Av. Carlos Chagas Filho, 373.  Rio de Janeiro  	|	(21)2560-8344	|	(21)2560-8028	|	      	|	http://www.microbiologia.ufrj.br	|	      	|		|	culture collection	|	culture_collection	|	IMUFRJ
7557	|	TGRC	|		|	C.M. Rick Tomato Genetics Resource Center	|	U.S.A.	|	One Shields Avenue  Davis CA 95616	|	530-754-6059 	|	530-752-9659 	|	      	|	http://tgrc.ucdavis.edu/index.aspx	|	http://tgrc.ucdavis.edu/Data/Acc/AccDetail.aspx?AccessionNum=	|		|	seed bank	|	bio_material	|	TGRC
7558	|	IMCC	|		|	Inha Microbe Culture Collection, Inha University	|	Korea	|	Incheon 402-751   	|		|		|	      	|		|	      	|		|	culture collection	|	culture_collection	|	IMCC
7559	|	HHU	|		|	Hallym University	|	South Korea	|	Herbarium, Department of Life Science, Hallym University Chuncheon Kangwon-do  200-702	|	82-33-248-2095	|	82-33-256-3420	|	      	|		|	      	|		|	herbarium	|	specimen_voucher	|	HHU
7560	|	AGRITEC	|		|	AGRITEC, Ltd.	|	Czech Republic	|	Zemedelska 16 787 12 Sumperk  	|	+ 420 583 382 111	|	+ 420 583 382 999	|	      	|	http://genbank.vurv.cz/genetic/resources/asp2/default_a.htm	|	      	|		|	germplasm repository	|	bio_material	|	AGRITEC
7561	|	ISPaVe	|	Centro di Ricerca per la Patologia Vegetale 	|	Istituto Sperimentale per la Patologia Vegetale 	|	Italy	|	 Via CG Bertero, 22; 00156 - Roma	|	39 06 82070244 	|	39 06 86802296 	|	      	|	http://www.ispave.it/default.htm	|	      	|	= CRA-PAV	|	culture collection	|	culture_collection	|	ISPaVe
7562	|	BMCC	|		|	Brittany Microbe Culture collection	|	France	|	   	|		|		|	      	|	http://www.ifremer.fr/souchotheque/internet/htdocs/generique.php?pagebody=accueil.php	|	      	|		|	culture collection	|	culture_collection	|	BMCC
7563	|	CELMS	|		|	Collection of Environmental and Laboratory Microbial Strains	|	Estonia 	|	Institute of Molecular and Cell Biology, University of Tartu, Riia Str. 23, Tartu 51010  	|	+372 7 376 038	|	+372 7 420 286	|	      	|	http://www.miccol.ut.ee/332525	|	      	|		|	culture collection	|	culture_collection	|	CELMS
7564	|	DOA	|		|	Department Of Agriculture, Thailand	|	Thailand	|	Plant Pathology and Microbiology Division, Chatuchak, Bangkok 10900,   	|	66-2579-5581	|	66-2940-6874	|	      	|	 http://www.doa.go.th 	|	      	|		|	culture collection	|	culture_collection	|	DOA
7565	|	CIP	|		|	International Potato Center	|	Ecuador	|	 Panamericana Sur Km 1, Quito, Ecuador	|	+593-22690362	|		|	      	|		|	      	|	Phytophthora infestans strains	|	culture collection	|	culture_collection	|	CIP<ECU>
7566	|	MMRF	|		|	Marine Microbial Reference Facility 	|	India	|	National Institiute of Oceanography , Dona Paula - 403 004, Goa, India    	|	91 - 832 - 2450450	|	91- 832 - 2450602 	|	      	|	http://www.nio.org/jsp/how_to_reach.jsp	|	      	|		|	culture collection	|	culture_collection	|	MMRF
7567	|	IO	|		|	Instituto de Oceanografia da Universidade de Lisboa	|	Portugal	|	Instituto de Oceanografia, Faculdade de Cincias da Universidade de Lisboa, Campo Grande, 1749-016 Lisboa,	|	+351217500148	|	+351217500009	|	      	|	http://www.io.fc.ul.pt	|	      	|		|	museum	|	specimen_voucher	|	IO<PRT>
7568	|	WOCSB	|		|	Wheeler Orchid Collection and Species Bank	|	USA	|	Department of Biology, Ball State University, Muncie IN 47306 	|	(765) 285-8839	|		|	      	|	http://www.bsu.edu/web/biology/fseec/WOCSB.htm	|	      	|		|	germplasm repository	|	bio_material	|	WOCSB
7569	|	TUBSB	|	Lab. Plant Breeding and Genetics, Graduate School of Agriculture, Tohoku University, Sendai 981-8555	|	Tohoku University Brassica Seed Bank	|	Japan	|	   	|	+81 22 717 8650	|	+81 22 717 8654	|	      	|	http://www.agri.tohoku.ac.jp/pbreed/Seed_Stock_DB/Stock_English_top.html	|	      	|		|	seed bank	|	bio_material	|	TUBSB
7570	|	MPCNyO	|	Provincial Museum of Natural Sciences and Oceanography, Puerto Madryn	|	Museo Provincial de Ciencias Naturales, Puerto Madryn	|	Argentina	|	 Puerto Madryn Chubut 	|		|		|	      	|	http://hostar.com.ar/museo/	|	      	|		|	museum	|	specimen_voucher	|	MPCNyO
7571	|	AUSPGRIS	|		|	Australian Plant Genetic Resource Information Service	|		|	   	|		|		|	      	|	http://www2.dpi.qld.gov.au/extra/asp/auspgris/	|	      	|		|	germplasm repository	|	bio_material	|	AUSPGRIS
7572	|	ZJU	|		|	Zhejiang University College of Sciences	|	China	|	Zijinghua Road No.368, Hangzhou 310058, Zhejiang	|		|		|	      	|	http://www.cls.zju.edu.cn/sub/fanglab/sub/ENGLISH.htm	|	      	|		|	stock center	|	bio_material	|	ZJU
7573	|	ZMUP	|		|	Zoological Museum of the University of Patras	|	Greece	|	Zoological Museum, Department of Biology, University of Patras, 26500 Patras	|	+30 2610 969256	|		|	      	|	http://www.upatras.gr/index/page/id/100/lang/en	|	      	|		|	museum	|	specimen_voucher	|	ZMUP
7574	|	BCCN	|		|	Brucella Culture Collection 	|	France	|	INRA, Nouzilly, F-37380  	|		|		|	      	|	http://www.tours.inra.fr/cirm_bp	|	      	|		|	culture collection	|	culture_collection	|	BCCN
7575	|	ITEM	|		|	Institute of Toxins and Mycotoxins from Plant Parasites	|	Italy	|	Viale Luigi Einaudi, 51 CAP 70125 - BARI, ITALY	|	+39 80 5481570	|	+39 80 5486063	|	      	|	http://www.item.ba.cnr.it/patents.htm	|	      	|	Toxigenic Fungi and secondary metabolites	|	culture collection	|	culture_collection	|	ITEM
7576	|	ASINC	|		|	Agricultural Science Institute of North-Central Vietnam	|	Vietnam	|	To Hien Than, Vinh city- Nghe An Province	|	84 383.514.625	|	84383.851.981    	|	      	|	http://www.vaas.org.vn/english/index.php?option=com_content&task=view&id=30&Itemid=45	|	      	|		|	seed bank	|	bio_material	|	ASINC
7577	|	BiRDI	|		|	Biotechnology Research & Development Institute Vietnam	|	Vietnam	|	Can Tho University, campus 2, 3/2 street, Can Tho City, Vietnam   	|	847103835961	|	847103835892	|	      	|	http://www.ctu.edu.vn/institutes/biotech/indexEnglish.htm	|	      	|		|	seed bank	|	bio_material	|	BIRDI
7578	|	FRDC	|		|	Fruit Tree Research & Development Center of ThuaThien-Hue-Vietnam	|	Vietnam	|	138 Nguyen Phuc Nguyen-Hue-Vietnam	|	8454 3530299	|	843519918	|	      	|		|	      	|		|	seed bank	|	bio_material	|	FRDC
7579	|	PQFC	|		|	Phu Qui's Fruit Tree Center-Vietnam	|	Vietnam	|	Quang Tien  commun- Thai Hoa - Nghe An	|	0383881392	|	0383811923	|	      	|		|	      	|		|	seed bank	|	bio_material	|	PQFC
7580	|	RIFAV	|		|	Research Institute for Fruits and Vegetables 	|	Vietnam	|	Trau Quy, Gia Lam, Ha Noi, Vietnam	|	84438 765672	|	8443 276 148	|	      	|	www.favri.org.vn	|	      	|		|	seed bank	|	bio_material	|	RIFAV
7581	|	SOFRI	|		|	Southern Fruit Research Institute  Vietnam	|	Vietnam	|	Long Dinh, Chau Thanh District, Tien Giang Province, MailBox: 203, My Tho, Tien Giang	|	073. 893129 	|	073. 893122	|	      	|	www.sofri.ac.vn	|	      	|		|	seed bank	|	bio_material	|	SOFRI
7582	|	STM	|		|	Laboratoire des Symbioses Tropicales et Mediterraneennes	|	France	|	UMR 113, Campus International de Baillarguet TA 10/J, 34398 Montpellier Cedex 05   	|	(+33)-4 67 59 38 01	|	(+33)-4 67 59 38 02	|	      	|		|	      	|		|	culture collection	|	culture_collection	|	STM<FRA>
7583	|	MBM	|		|	Marjorie Barrick Museum 	|	USA	|	4505 S. Maryland Parkway Box 454012 	|	 (702) 895-1403 	|	(702) 895-3094 	|	      	|	http://hrc.nevada.edu/museum/Collections/index.html	|	      	|		|	museum	|	specimen_voucher	|	MBM<USA-NV>
7584	|	CPATU	|	Embrapa Amaznia Oriental	|	Centro de Pesquisa Agroflorestal da Amazonia Oriental-Embrapa	|	Brazil	|	Embrapa Amaznia Oriental, Caixa Postal, 48 Belm, PA - Brasil CEP 66095-100	|	(91) 3204-1000 	|	 (91) 3276-9845 	|	      	|	http://www.cpatu.embrapa.br/	|	      	|		|	herbarium	|	specimen_voucher	|	CPATU
7585	|	NOAA	|		|	National Oceanic and Atmospeheric Administration 	|	USA 	|	1401 Constitution Avenue, NW Room 6217 Washington D.C. 20230 	|	202) 482-6090 	|	(202) 482-3154 	|	      	|	www.noaa.gov 	|	      	|		|	frozen tissue collection	|	specimen_voucher	|	NOAA 
7586	|	SOSSRC	|		|	Save Our Seas Shark Research Center, Nova Southeastern University 	|	USA	|	8000 North Ocean Drive, Dania Beach, Florida, 33004 	|		|		|	      	|	http://www.saveourseas.com/ 	|	      	|		|	frozen tissue collection	|	specimen_voucher	|	SOSSRC 
7587	|	CPC	|		|	Culture collection of Pedro Crous	|	Netherlands	|	Uppsalalaan 8, 3584 CT Utrecht, P.O.Box 85167, 3508 AD Utrecht	|		|		|	      	|		|	      	|	CPC is housed at CBS (Culture collection of Centraalbureau	|	culture collection	|	culture_collection	|	CPC
7589	|	CNM-CM	|	Centro Nacional de Microbiologia	|	Filamentous fungus collection of the Spanish National Center for Microbiology	|	Spain	|	   	|		|		|	      	|		|	      	|		|	culture collection	|	culture_collection	|	CNM-CM
7590	|	WPC	|	World Phytophthora Collection	|	World Phytophthora Genetic Resource Collection 	|	USA	|	3206 Webber Hall, University of California, Riverside CA 92521	|		|		|	      	|	http://phytophthora.ucr.edu	|	      	|	housed at University of California Riverside; = UCR:WPC	|	culture collection	|	culture_collection,bio_material	|	WPC
7591	|	LABCC	|		|	Lactic acid bacteria culture collection	|	China	|	306 Zhaowuda Street, Hohhot, China, 010018	|		|		|	      	|	http://www.rpsys.cn	|	      	|	housed at Inner Mongolia Agricultural University	|	culture collection	|	culture_collection	|	LABCC
7592	|	SCCAP	|		|	Scandinavian Culture Collection of Algae and Protozoa 	|	Denmark	|	Section for Aquatic Biology, Department of Biology, University of Copenhagen, ster Farimagsgade 2D, DK-1353 Copenhagen K	|		|	+45 3313 4447	|	      	|	http://www.sccap.dk/	|	      	|		|	culture collection	|	culture_collection	|	SCCAP
7593	|	CCA	|	CCA-Marburg 	|	 Culture Collection of Algae at the University of Marburg	|	Germany 	|	Zellbiologie und Angewandte Botanik ,  Fachbereich Biologie der, Philipps-Universitt Marburg, Karl von Frisch-Strasse,D-35043 Marburg/Lahn    	|		|		|	      	|	http://staff-www.uni-marburg.de/~cellbio/welcomeframe.html	|	      	|		|	culture collection	|	culture_collection	|	CCA-Marburg 
7594	|	CODIMAR	|		|	Centro de Investigaciones Biologicas del Noroeste 	|	Mexico	|	 Km. 1 Carretera a San Juan de La Costa "EL COMITAN", Apdo. Postal 128, La Paz, BCS 23097 	|		|		|	      	|	http://www.cibnor.mx/icibnor.php	|	      	|		|	culture collection	|	culture_collection	|	CODIMAR
7595	|	GUMACC	|		|	Gotheburg University Marine Algal Culture Collection	|	Sweden	|	Department of Marine Ecology,University of Gothenburg,Box 461,SE-405 30 Gteborg	|		|		|	      	|	http://www.marecol.gu.se/english/	|	      	|		|	culture collection	|	culture_collection	|	GUMACC
7596	|	KAC	|		|	Kalmar Algae Collection 	|	SWEDEN	|	Dept. of Marine Sciences, Kalmar University, SE-391 82 KALMAR	|		|		|	      	|	http://www.bom.hik.se/nesch/kac/	|	      	|		|	culture collection	|	culture_collection	|	KAC
7597	|	IMAU	|		|	Inner Mongolia Agricultural University, Key Laboratory of Dairy Biotechnology and Engineering 	|	China	|	306 Zhaowuda Road, Huhhot, Inner Mongolia    	|	+86-471-4319940	|	+86-471-4300122	|	      	|		|	      	|		|	culture collection	|	culture_collection	|	IMAU
7598	|	HFP	|		|	Hokkaido Forest Products Research Institute	|	Japan	|	1-10/Nishikagura, Asahikawa, HOKKAIDO, 071-0198	|	+81-166-75-4233	|	+81-166-75-3621	|	      	|	http://www.fpri.asahikawa.hokkaido.jp/e_default.htm	|	      	|		|	culture collection	|	culture_collection	|	HFP
7599	|	YFTC	|		|	Yale Fish Tissue Collection	|	USA	|	   	|		|		|	      	|		|	      	|		|	frozen tissue collection	|	specimen_voucher	|	YFTC
7603	|	SHCP	|		|	Southern Highlands Conservation Programme	|	Tanzania	|	PO Box 1475, Mbeya  	|		|		|	      	|	http://www.southernhighlandstz.org/	|	      	|		|	museum	|	specimen_voucher	|	SHCP
7604	|	CIRAD	|		|	 Centre de Cooperation Internationale en Recherche Agronomique pour le Developpement 	|	France	|	42, rue Scheffer, 75116 Paris	|	+33 1 53 70 20 00 	|		|	      	|	http://www.cirad.fr/en/contacts-access	|	      	|		|	germplasm repository	|	specimen_voucher,bio_material	|	CIRAD
7605	|	IITA	|		|	International Institute of Tropical Agriculture 	|	Nigeria	|	PMB 5320, Ibadan, Oyo State, Nigeria	|	+234 2 7517472	|		|	      	|	http://www.iita.org/	|	      	|		|	germplasm repository	|	bio_material	|	IITA
7606	|	AFTC	|		|	Alaska Frozen Tissue Collection	|	USA	|	University of Alaska, Fairbanks, Alaska 	|		|		|	      	|		|	      	|		|	frozen tissue collection	|	specimen_voucher	|	AFTC
7607	|	UTHSC	|		|	University of Texas Health Science Center	|	USA	|	Department of Pathology, Room 329E. Mail Code 7750, Science Center at San Antonio Texas 78229-3900  	|	(210) 567-4131	|	 (210) 567-4076 	|	      	|	http://pathology.uthscsa.edu/strl/fungus/index.shtml	|	      	|		|	culture collection	|	culture_collection	|	UTHSC
7608	|	NMI	|		|	Bacteria collection of National Institute of Public Health, National Medicines Institute, Poland	|	Poland	|	Chelmska 30/34, 00-725 Warsaw	|		|		|	      	|	http://www.il.waw.pl/english.html	|	      	|		|	culture collection	|	culture_collection	|	NMI<POL>
7609	|	YHB	|		|	Yukon Heritage Board , Paleontology Collections	|	Canada	|	 Department of Tourism & Culture, Government of Yukon, Box 2703,Whitehorse, Yukon,Canada Y1A 2C6 	|	 (867) 667-8089	|		|	      	|	http://www.yhrb.ca/index.html	|	      	|		|	museum	|	specimen_voucher	|	YHB<CAN>
7610	|	MUT	|		|	Mycotheca Universitatis Taurinensis	|	Italy	|	University of Turin, Department of Plant Biology, Viale P.A. Mattioli 25, Torino, Italy, 10125	|	(39) 0116705984	|	(39) 0116705962	|	      	|	http://www.bioveg.unito.it/	|	      	|		|	culture collection	|	culture_collection	|	MUT<ITA>
7611	|	US	|		|	University of Stellenbosch 	|	South Africa	|	Stellenbosch, Western Cape 7600	|	+27829267837	|	+27218083510	|	      	|	http://academic.sun.ac.za/foodsci/	|	      	|		|	frozen tissue collection	|	specimen_voucher	|	US<ZAF>
7612	|	CACC	|		|	China Antibiotic Culture Collection Center 	|	China	|	The Chinese Academy of Medical Sciences, Beijing	|		|		|	      	|		|	      	|		|	culture collection	|	culture_collection	|	CACC<CHN>
7613	|	KEMC	|		|	Korea Environmental Microorganism Center, Kyonggi University	|	Korea	|	94-6 Yiui-dong, Yeongtong-gu, Suwon, 443-760	|	(8231) 249-9568	|	(8231) 251-4721	|	      	|	http://www.kbem.or.kr	|	      	|		|	culture collection	|	culture_collection	|	KEMC
7614	|	PGSC	|		|	Pseudomonas Genetic Stock Center 	|	USA	|	East Carolina University, Greenville, NC 27858-4353	|		|		|	      	|	http://www.ecu.edu/pseudomonas/	|	      	|		|	culture collection	|	culture_collection	|	PGSC<USA-NC>
7615	|	BIM	|		|	Belarus National Academy of Sciences	|	Belarus	|	Institute of microbiology, Belarus National Academy of Sciences, 2 Kuprevich str., Minsk 220141	|	(375) 17-267-86-20	|	(375) 17-267-47-66	|	      	|	http://www.mbio.bas-net.by	|	      	|		|	culture collection	|	culture_collection	|	BIM<BLR>
7616	|	BJRI	|		|	Gene bank at Bangladesh Jute Research Institute 	|	Bangladesh 	|	Manik Mia Avenue, Dhaka -1207	|	(02) 8121929	|	http://www.bjri.gov.bd/	|	      	|		|	      	|		|	germplasm repository	|	bio_material	|	BJRI<BGD>
7617	|	MRA	|		|	Malaria Research and Reference Reagent Resource Center 	|	USA	|	MR4 / ATCC  10801 University Blvd. Manassas, VA 20110-2209 USA 	|	(703) 365-2765 	|		|	      	|	http://www.mr4.org/	|	      	|	Maintained by ATCC	|	culture collection	|	culture_collection	|	MRA<USA-VA>
7618	|	LIUSP	|		|	Laboratorio de Ictiogenetica, Universidade de Sao Paulo	|	Brazil	|	Sao Paulo  	|		|		|	      	|		|	      	|		|	museum	|	specimen_voucher	|	LIUSP<BRA>
7619	|	UGMD	|		|	Zoology Museum of the University of Ghent	|	Belgium	|	Karel Lodewijk Ledeganckstraat Ghent  	|		|		|	      	|	http://intramar.ugent.be/museumdierkunde/index.asp?c=99	|	      	|		|	museum	|	specimen_voucher	|	UGMD
7620	|	WSM	|		|	Western Australian Soil Microbiology culture collection, Murdoch. University	|	Australia	|	Crop and Plant Research Institute (CaPRI), Division of Science, Murdoch  University, South St, Murdoch, WA 6150 	|	61893602551	|		|	      	|	http://www.crs.murdoch.edu.au/	|	      	|	Rhizobium Collection	|	culture collection	|	culture_collection	|	WSM<AUS>
7621	|	UCBMG	|		|	University of California Berkeley Mycogarden	|	USA	|	 Department of Plant and Microbial Biology, University of California, Berkeley, 111 Koshland Hall #3102, Berkeley, CA 94720-3102 	|		|		|	      	|		|	      	|		|	culture collection	|	culture_collection	|	UCBMG
7622	|	ICARDA	|		|	International Center for Agricultural Research in the Dry Areas 	|	Syria	|	Aleppo-Damascus Highway, Tel Hadya, Aleppo, P.O. Box 5466, Aleppo,Syrian Arab Republic 	|	(963-21) 2213433	|	(963-21)2213490	|	      	|	http://www.icarda.org/Facelift.htm	|	      	|		|	herbarium	|	specimen_voucher,bio_material	|	ICARDA<SYR>
7623	|	IPGR	|	The National Seed Genebank in Bulgaria 	|	Institute for Plant Genetic Resources 	|	Bulgaria	|	 Institute for Plant Genetic Resources, 4122 Sadovo, Plovdiv Area, Bulgaria  	|	+359 32 629 026	|		|	      	|	http://www.genebank.hit.bg/	|	      	|		|	germplasm repository	|	bio_material	|	IPGR<BGR>
7624	|	INIA	|		|	Instituto Nacional de Investigacion y Tecnologia Agraria y Alimentaria 	|	SPAIN	|	Crta. de la Corua, km. 7,5 28040 - Madrid	|	(+34)913473900 	|		|	      	|	http://www.inia.es/inia/	|	      	|		|	germplasm repository	|	bio_material	|	INIA<ESP>
7625	|	INRA	|	Franch National Institute for Agricultural Research	|	Institut National de la Recherche Agronomique	|	France	|	 147 rue de l'universit, 75338 Paris Cedex 07	|	+33(0)1 42 75 90 00	|	33(0)1 47 05 99 66	|	      	|	http://www.international.inra.fr/	|	      	|		|	germplasm repository	|	bio_material	|	INRA
7626	|	RICP	|	formerly Research Institute of Crop Production	|	Crop Research Institute	|	Czech Republic	|	Drnovska 507, 161 06 Praha 6  Ruzyne	|	+420 233022111	|	+420 233310636	|	      	|	http://www.vurv.cz/index.php?lang=en	|	      	|		|	culture collection	|	culture_collection	|	RICP<CZE>
7627	|	PGRC	|		|	Plant Gene Resources of Canada	|	Canada	|	 Agriculture and Agri-Food Canada, 1341 Baseline Road, Ottawa, Ontario K1A 0C5	|	613-773-1000	|	613-773-2772	|	      	|	http://pgrc3.agr.gc.ca/about-propos_e.html	|	      	|	Part of Agriculture and Agri-Food Canada	|	germplasm repository	|	bio_material	|	PGRC<CAN>
7628	|	UZ	|		|	Herbario de la Universidad de Zaragoza	|	Spain	|	   	|		|		|	      	|		|	      	|		|	herbarium	|	specimen_voucher	|	UZ<ESP>
7629	|	Coriell	|		|	Coriell Institute for Medical Research	|	USA	|	403 Haddon Avenue  Camden New Jersey 08103	|	856-966-7377	|	856-964-0254	|	      	|	http://www.coriell.org/	|	http://ccr.coriell.org/Sections/Search/Search.aspx?q=&spec;	|		|	cell lines, DNA	|	culture_collection,bio_material	|	Coriell
7630	|	LNPV	|	National Laboratory of Plant Protection 	|	 Laboratoire National de la Protection des Vegetaux	|	France	|	7 rue Jean Dixmer, 49044 Angers cedex 01 	|		|		|	      	|	http://agriculture.gouv.fr/sections/thematiques/sante-protection-vegetaux/sante-des-vegetaux/laboratoire-national	|	      	|		|	culture collection	|	culture_collection	|	LNPV<FRA>
7631	|	SERC	|		|	Smithsonian Environmental Research Center	|	USA	|	647 Contees Wharf Road,  Edgewater, Maryland 21037-0028 	|	443-482-2200	|	443-482-2380	|	      	|	http://www.serc.si.edu	|	      	|		|	museum	|	specimen_voucher	|	SERC<USA-MD>
7632	|	CNU	|		|	Capital Normal University, College of Life Sciences	|	China	|	105 Xisanhuanbei Road, Haidian District Beijing  1000048	|		|		|	      	|		|	      	|		|	museum	|	specimen_voucher	|	CNU<CHN>
7633	|	IABHU	|		|	Institute for Amphibian Biology, Graduate School of Science, Hiroshima University	|	Japan	|	1-3-2 Kagamiyama, Higashi-Hiroshima City, JAPAN 739-8511 	|		|		|	      	|	http://home.hiroshima-u.ac.jp/amphibia/	|	      	|		|	museum	|	specimen_voucher,culture_collection,bio_material	|	IABHU<JPN>
7634	|	PBC	|	Pacific Bacterial Collection, University of Hawaii	|	Pacific Bacterial Collection	|	USA	|	3190 Maile Way, St John Plant Science Building 315, Honolulu Hi 96822	|		|		|	      	|		|	      	|		|	culture collection	|	culture_collection	|	PBC<USA-HI>
7635	|	LGEMA	|	Laboratory of Genetics and Molecular Evolution of Birds, University of Sao Paulo	|	Laboratorio de Genetica e Evolucao Molecular de Aves, Universidade de Sao Paulo	|	Brazil	|	Sao Paulo  	|		|		|	      	|		|	      	|		|	frozen tissue collection	|	specimen_voucher	|	LGEMA<BRA>
7636	|	BELUM	|	Ulster National Museum Northern Ireland	|	Ulster Museum, Belfast	|	United Kingdom	|	153 Bangor Road, Cultra, Holywood, County Down, BT18 0EU, Northern Ireland	|		|		|	      	|	http://www.nmni.com/um/Collections/Natural-Sciences---Zoology	|	      	|		|	museum	|	specimen_voucher	|	BELUM
7638	|	BIOUG	|		|	Biodiversity Institute of Ontario, University of Guelph	|	Canada	|	579 Gordon Street, Guelph, Ontario N1G 2W1	|		|		|	      	|	http://www.biodiversity.uoguelph.ca/ 	|	      	|	= UOG:BIO = BIO	|	museum	|	specimen_voucher	|	BIOUG<CAN>
7639	|	NFRI	|		|	Norwegian Forest Research Institute 	|	Norway, N-1432 Aas	|	Hgskolevn. 12	|		|		|	      	|		|	      	|		|	culture collection	|	culture_collection	|	NFRI
7640	|	TOM	|		|	Tomicus collection Canadian Forest Service	|	Canada	|	Canadian Forest Service, Great Lakes Forestry Centre, 1219 Queen Street, Sault Ste. Marie, ON, P6A 5M7, Canada	|		|		|	      	|	 http://cfs.nrcan.gc.ca/regions/glfc	|	      	|		|	culture collection	|	culture_collection	|	TOM<CAN>
7641	|	ICS-CC	|		|	Infection Control Services , National Health Laboratory Service 3	|	South Africa	|	1 Modderfontein Road, Sandringham, Johannesburg, South Africa	|		|		|	      	|	http://www.nhls.ac.za	|	      	|		|	culture collection	|	culture_collection	|	ICS-CC<ZAF>
7642	|	CMMED	|		|	Center for Marine Microbial Ecology & Diversity Collection 	|	USA	|	1680 East West Road, POST 105, 1680 East West Road, POST 105, Honolulu, HI 96822-2327, University of Hawaii	|	808.956.8146	|	808.956.5308 	|	      	|	http://www.museum.hawaii.edu/collections/cmmed.php	|	      	|		|	culture collection	|	culture_collection	|	CMMED<USA-HI>
7643	|	HZI	|		|	Helmholtz Zentrum fur Infektionsforschung (Helmholtz Centre for Infection Research) 	|	Germany	|	 Inhoffenstrae 7, 38124 Braunschweig, Germany	|	0049 -(0)531- 6181-0	|		|	      	|	http://www.helmholtz-hzi.de/en/	|	      	|		|	culture collection	|	culture_collection	|	HZI<DEU>
7644	|	TBG	|		|	Tsukuba Botanical Garden	|	Japan	|	4-1-1 Amakubo 4-1-1 Amakubo Ibaraki Prefecture 	|	029-851-5159	|	029-853-8998	|	      	|	http://www.tbg.kahaku.go.jp/english/	|	      	|		|	botanical garden	|	bio_material	|	TBG<JPN>
7645	|	KBG	|		|	Kyoto Botanical Garden	|	Japan	|	Shimogamo, Hangi-cho Simogamo, Saky&#333;-ku, Kyoto	|	075-701-0141	|		|	      	|	http://www.pref.kyoto.jp/plant/	|	      	|		|	botanical garden	|	bio_material	|	KBG<JPN>
7646	|	HBG	|		|	Hiroshima Botanical Garden	|	Japan	|	Itsukaichi, Hiroshima  	|	082-922-3600	|		|	      	|	http://apike.ca/japan_hiroshima_botanical_garden.html	|	      	|		|	botanical garden	|	bio_material	|	HBG<JPN>
7647	|	CAMS	|		|	Centre for Applied Mycological Studies 	|		|	   	|		|		|	      	|		|	      	|		|	culture collection	|	culture_collection	|	CAMS<ZAF>
7648	|	NMRC	|		|	Naval Medical Research Center 	|	USA	|	Naval Medical Research Center, 503 Robert Grant Ave, Silver Spring, MD	|		|		|	      	|	http://www.med.navy.mil/sites/nmrc/pages/id_vrd.htm	|	      	|		|	culture collection	|	culture_collection	|	NMRC<USA-MD>
7649	|	CCCryo	|		|	Culture Collection of Cryophilic Algae 	|	Germany	|	Fraunhofer IBMT, Am Mhlenberg 13, 14476 Potsdam-Golm	|		|	+49-331-58187-399	|	      	|	http://cccryo.fraunhofer.de/web/infos/welcome/	|	      	|		|	culture collection	|	culture_collection	|	CCCryo<DEU>
7650	|	CMC	|		|	Coleccion Mastozoologica del Centro de Investigacion en Biodiversidad y Conservacion,Universidad Autonoma del Estado de Morelos 	|	Mexico	|	Av. Universidad 1001. Col. Chamilpa. Cuernavaca, Morelos. C. P. 62209 Cmo llegar a la UAEM	|	 (01 777) 3297019.	|		|	      	|	http://www.uaem.mx/cibyc/infraestructura.html	|	      	|		|	stock center	|	specimen_voucher	|	CMC<MEX>
7651	|	KKFC	|		|	Kasetsart  University Kamphaengsaen campus Fungus Collection	|	Thailand	|	Department of Plant Pathology, Faculty of Agriculture, Kasetsart University, Kamphaengsaen Campus, Malaiman, Nakhonpathom, 73140, Thailand	|		|		|	      	|	http://agri.kps.ku.ac.th/En/index.php	|	      	|		|	herbarium	|	specimen_voucher	|	KKFC<THA>
